latitude,longitude,06-07,13-07,16-06,20-07,22-06,29-06
-26.73344060714285,-53.50289572142857,0,0,0,0,0,0
-23.11715797777778,-46.543354977777774,0,0,0,0,0,0
-23.542991114285716,-46.650230528571434,0,0,0,0,0,0
-22.980132157142858,-46.53362195714285,0,0,0,0,0,0
-22.980455874999997,-46.531049325,0,0,0,0,0,0
-15.818160800000001,-47.986251949999996,0,0,0,0,0,0
-29.462937394117645,-51.966248029411766,0,0,0,1,0,0
-22.97755514,-46.53322844,0,0,0,0,0,0
-22.246804479999998,-43.69727854,0,0,0,0,0,0
-21.967308114285714,-46.76387874285714,0,0,0,0,0,0
-24.72587241666667,-53.74225235,0,0,0,0,0,0
-24.728125791666667,-53.742629824999995,0,0,0,0,0,0
-23.425980971428572,-51.95938905714286,0,0,0,0,0,0
-23.423894221428565,-51.952746100000006,0,0,0,0,0,0
-19.536559920000002,-40.631845299999995,0,0,0,0,0,0
-18.59455868,-46.51661094,1,1,0,1,1,1
-19.53803408,-40.63597563999999,0,0,0,0,0,0
-19.53855432,-40.63570156,0,0,0,0,0,0
-19.53712864,-40.63640222,0,0,0,0,0,0
-17.284882585714286,-42.734246714285725,0,0,0,0,0,0
-20.32148820909091,-41.13379950909091,0,0,0,0,1,0
-22.385893219999996,-44.96524522,0,0,0,0,0,0
-30.058853852380953,-51.22897555714286,0,1,0,0,0,0
-24.313275307692304,-47.00208356923076,0,0,0,0,0,0
-30.043352040000002,-51.2140187,1,0,0,0,0,0
-30.045352020000003,-51.21703429999999,0,0,0,0,0,0
-19.69585524,-43.91778122,0,0,0,0,0,0
-23.510589399999997,-46.19488401538461,0,0,0,0,0,0
-24.73811768,-53.70734276,0,0,0,0,0,0
-15.852536416666666,-48.03954278333333,0,0,0,0,0,0
-30.02206355714286,-51.15424431428571,0,0,0,0,0,0
-19.278241366666666,-44.399292511111106,0,0,0,0,0,0
-12.99331804117647,-38.52021496470588,0,0,0,0,0,0
-30.069546600000002,-51.216480800000014,0,0,0,0,0,0
-22.9079987,-43.0675939125,0,0,0,0,0,0
-11.569101444444444,-39.284486211111115,0,0,0,0,0,0
-20.522334391666668,-54.649079725,0,0,0,0,0,0
-20.5185655,-54.6531158,0,0,0,0,0,0
-28.263027781818185,-49.01667348181818,0,0,0,0,0,0
-30.00998916153846,-51.159448161538464,0,0,0,0,0,0
-14.84317692,-40.87175808,0,0,0,0,0,1
-23.798904959999998,-48.60078282,0,0,0,0,0,0
-11.560265313333334,-39.28378674666667,0,0,0,0,0,0
-23.608686555,-46.919680815,0,0,0,0,0,0
-23.606624166666666,-46.92096903333333,1,0,0,0,0,0
-19.69448962857143,-43.92608921428571,0,0,0,0,0,0
-13.51197842,-41.5921318,0,0,0,0,0,0
-22.42051452,-44.30586162,0,0,0,0,0,0
-22.41762354,-44.303656,0,0,0,0,0,0
-22.4467141,-44.308771660000005,0,0,0,0,0,0
-22.42192922,-44.3059825,0,0,0,0,0,0
-22.40290384,-44.29707776,0,0,0,0,0,0
-19.93528738,-43.94875493999999,0,0,0,0,0,0
-22.41359746,-44.30552248,0,0,0,0,0,0
-16.020703511111112,-48.08475838888889,0,1,0,0,0,0
-20.58140862857143,-48.568657357142854,0,0,0,0,0,0
-16.21937432,-44.42666394,0,0,0,0,0,0
-5.1869352,-37.343748285714284,1,0,0,0,0,1
-29.646816328571425,-53.583955028571424,0,0,0,0,0,0
-23.79864954,-48.600547899999995,0,0,0,0,0,0
-23.420206130769227,-49.099053253846144,0,0,0,0,0,0
-30.015993733333335,-51.15853005999999,0,0,0,0,0,0
-30.01561038333333,-51.15756525,0,0,0,0,0,0
-22.44394614,-44.31760758,0,0,0,0,0,0
-25.925723599999998,-49.17624868,0,0,0,0,0,0
-22.90421301666667,-43.093923233333335,0,0,0,0,0,0
-22.9048873,-43.095818987499996,0,0,0,0,0,0
-31.333074790909095,-54.10263754545454,0,0,0,0,1,0
-22.9009288,-43.10886188888889,0,0,0,0,0,0
-22.90511566,-43.1055978,0,0,0,0,0,0
-22.902840354545454,-43.0997642909091,0,0,0,0,0,0
-22.90432638333333,-43.100882899999995,0,0,0,0,0,0
-16.25155216363637,-44.164063490909086,0,0,0,0,0,0
-5.154623146153847,-38.0964722,0,0,0,0,0,0
-23.180260264285714,-45.853678071428575,0,0,0,0,0,0
-15.849157459999997,-48.95226958,0,0,0,0,0,0
-5.14043028,-38.09623974,0,0,0,0,0,0
-16.472689266666666,-43.48745305,0,0,0,0,0,0
-21.774600780000004,-43.3845223,0,0,0,0,0,0
-21.7859439625,-43.3684364,0,0,0,1,0,0
-18.587375884615387,-39.73208751538462,0,0,0,0,0,0
-32.029378879999996,-52.10264550000001,0,0,0,0,0,0
-32.03046304000001,-52.10265936,0,0,0,0,0,0
-23.551124620000003,-50.54922948,0,0,0,0,0,0
-30.012195112500002,-51.153857637499996,0,0,0,0,0,0
-23.20489791,-45.88648686,0,0,0,0,0,0
-6.831594000000001,-40.616106914285716,0,0,0,0,0,0
-6.831942120000001,-40.6156901,0,0,0,0,0,0
-21.743967220000002,-41.333395599999996,0,0,0,0,0,0
-15.647656271428575,-47.79245499047619,0,0,0,0,0,0
-29.69283924,-53.79470086,0,0,0,0,0,0
-21.67814807647059,-43.3473689,0,0,0,0,0,0
-11.305490733333334,-41.85474898333333,0,1,0,0,0,0
-21.75990646923077,-43.34914065384615,0,0,0,0,0,0
-21.689743219999997,-43.43592276,0,0,0,0,0,0
-30.059954050000005,-51.18763326,0,0,0,0,0,0
-15.75821444,-47.9157366,0,0,0,0,0,0
-15.759033266666668,-47.917490944444445,0,0,0,0,0,0
-26.67820743333333,-53.32186383333333,0,0,0,0,0,0
-27.390997964705885,-49.3621098,0,0,0,0,0,0
-28.66823878095238,-49.36413148095238,0,0,0,0,0,0
-23.183343760000003,-50.65870908,0,0,0,0,0,0
-29.398768,-54.82837263333334,0,0,0,0,0,0
-31.326176233333335,-54.11187822222222,0,0,0,0,1,0
-22.67336106666666,-43.28318685333333,0,0,0,0,0,0
-19.884283219999997,-44.01079904,0,0,0,0,0,0
-24.7875517,-49.99504112,0,0,0,0,0,0
-23.1713463,-47.744024720000006,0,0,0,0,0,0
-7.948065270000001,-34.89020369,0,0,0,0,0,0
-22.93651387777778,-43.33087208888889,0,0,0,0,0,0
-21.431421500000003,-45.95001988,0,0,0,0,0,0
-21.867709836363638,-43.00918025454545,0,0,0,0,0,0
-14.213798694117646,-42.76519228235294,0,0,0,0,0,0
-30.106501263888887,-51.171885825000004,0,0,0,0,0,0
-3.8295104799999997,-38.50916222,0,0,0,1,0,0
-30.148784659999997,-51.14593848,0,0,0,0,0,0
-3.7533065631578943,-38.52303320000001,0,0,0,0,0,0
-3.748974175,-38.549927225,0,0,0,0,0,0
-3.747209981818182,-38.55354775454545,0,0,0,0,0,0
-3.736244314285714,-38.522119957142856,0,0,0,0,0,0
-3.734080494117647,-38.52413481764705,0,0,0,0,0,0
-5.142375771428571,-42.79049424285714,0,0,0,0,0,1
-7.222102333333333,-35.89791401666667,0,0,0,0,0,0
-23.692254814285715,-46.77546114285714,0,0,1,0,0,0
-30.03687640714286,-51.209839599999995,0,0,0,0,0,0
-8.071988714285714,-34.950612678571424,0,0,0,0,0,0
-25.04345718,-51.53917954,0,0,0,0,0,0
-8.085995042857142,-34.962637442857144,0,0,0,0,0,0
-23.030184436363637,-45.56735186363636,0,0,0,0,0,0
-23.030609425,-45.5687482875,0,0,0,0,0,0
-21.77944603,-43.35989113,0,0,0,1,0,1
-29.91188901538462,-51.072471492307685,0,0,0,0,0,0
-22.78538346,-43.41012064,0,0,0,0,0,0
-7.07500194,-36.73229808,0,0,0,0,0,0
-20.263659728,-42.043282043999994,0,0,0,0,0,0
-29.085492888888886,-53.225440866666666,0,0,0,0,0,0
-3.7285590071428567,-38.51609366428572,0,0,0,0,0,0
-23.706900066666666,-46.57147091666667,0,0,0,0,0,0
-28.349334733333333,-48.81430459444445,0,0,0,0,0,0
-20.255514945454546,-42.03040933636363,0,0,0,0,0,0
-21.3636391,-51.85919642,0,0,0,0,0,0
-9.394975685185186,-38.216032344444436,0,0,0,0,0,0
-9.448426833333334,-38.222213466666666,0,0,0,0,0,0
-8.053685375,-34.89777196875,0,0,0,0,0,0
-22.436408988888886,-46.351215999999994,0,0,0,0,0,0
-9.4019084,-38.22731658,0,0,0,0,0,0
-9.399907749999999,-38.225662625,0,0,0,0,0,0
-9.398888787499999,-38.225285575,0,0,0,0,0,0
-9.39801424,-38.222109720000006,0,0,0,0,0,0
-9.398015319999999,-38.222265820000004,0,0,0,0,0,0
-9.397725820000002,-38.22459184,0,0,0,0,0,0
-20.245844233333333,-42.021024749999995,0,0,0,0,0,0
-25.435771263636365,-49.24703315454545,0,0,0,0,0,0
-25.4282738,-49.240565264705886,0,0,0,0,0,0
-22.85131381428571,-43.346611071428576,0,0,0,0,0,0
-30.055135841379307,-51.17597721724138,0,0,0,0,0,0
-30.05520072222222,-51.17380027777777,0,0,0,0,0,0
-11.5672007,-39.28270771666667,0,0,0,0,0,0
-22.984016580000002,-49.86383882,0,0,0,0,0,0
-20.460005412500003,-54.6212188375,0,0,0,0,0,0
-19.51983411111111,-43.745628877777776,0,0,0,0,0,0
-22.410204677777774,-44.299886900000004,0,0,0,0,0,0
-22.410109827272723,-44.29977369090909,0,0,0,0,0,0
-8.014789709523809,-34.94888936190476,0,0,0,0,0,0
-23.649530134482756,-47.21760097241379,0,0,0,0,0,0
-6.7595121222222225,-35.66232376666667,0,0,0,0,0,0
-11.66404698695652,-39.0236351652174,0,0,0,0,0,0
-22.961822099999996,-49.8884128,0,0,0,0,0,0
-2.4520855333333333,-54.717301966666675,0,0,0,0,0,0
-15.90228344,-48.07443234,0,0,0,0,0,0
-5.201751700000001,-37.35693538571429,0,0,0,1,0,0
-6.2628403399999995,-35.212477140000004,0,0,0,0,0,0
-20.93971062,-45.82470322,0,0,0,0,0,0
-2.9279616125,-41.7482617125,0,0,0,0,0,0
-2.9282750142857146,-41.74890208571429,0,0,0,0,0,0
-2.90673398,-41.78138222,0,0,0,0,0,0
-2.90460152,-41.77486474,0,0,0,0,0,0
-2.91034594,-41.78081986,0,0,0,0,0,0
-2.9100628200000003,-41.7808396,0,0,0,0,0,0
-2.9104986,-41.78129004,0,0,0,0,0,0
-2.9138271199999997,-41.773309319999996,0,0,0,0,0,0
-2.9129685000000003,-41.775567759999994,0,0,0,0,0,0
-19.783463744444447,-42.14270772222222,0,1,0,1,0,0
-27.90024684,-53.317489939999994,0,0,0,0,0,0
-24.732364420000003,-53.76737238999999,0,0,0,0,0,0
-21.10942307857143,-45.829642557142854,0,0,0,0,0,0
-24.7171271875,-53.762423462499996,0,0,0,0,0,0
-2.4242421181818186,-54.71509485454545,0,0,0,0,0,0
-22.80467706875,-43.21068959375,0,0,0,0,0,0
-23.53185546666667,-46.62116843333333,0,0,0,0,0,0
-9.646222916666666,-35.73759701666667,0,0,1,0,0,0
-9.64445214,-35.74031525333334,0,0,1,0,0,0
-14.83304914,-40.88018278,0,0,0,0,0,0
-9.652119022222223,-35.73058534444445,0,0,0,0,0,1
-9.400607723076924,-38.230893569230766,0,0,0,0,0,0
-22.73131782,-43.46213602,0,0,0,0,0,0
-4.2581069,-55.99114866,0,0,0,0,0,0
-24.717025536363636,-53.72630965454544,0,0,0,0,0,0
-23.670504422222223,-46.56636542222222,0,0,0,0,0,0
-7.226606200000001,-39.328611327272725,0,0,0,0,0,0
-23.697349247058824,-46.54762829411765,0,0,0,0,0,0
-23.691911614285715,-46.58716327142856,0,1,0,0,0,0
-30.06105905,-51.14958756666666,0,0,0,0,0,0
-21.186885657142856,-50.460023157142864,0,0,0,0,0,0
-30.816190011111114,-53.90254344444444,0,0,0,0,0,0
-14.879725844444444,-40.85004707777777,0,0,0,0,0,0
-27.233752235294116,-52.02580220588236,0,0,0,0,0,0
-19.968288246153847,-46.01437291538461,0,0,0,0,0,0
-8.00142304827586,-35.03645100344828,0,0,0,0,0,0
-22.804550957142855,-43.17881117142857,0,0,0,0,0,0
-22.571009706666665,-41.986131506666666,0,0,0,0,0,0
-22.797745355555556,-43.18990281111112,0,0,0,0,0,0
-22.491981699999997,-42.20101753333333,0,0,1,1,0,0
-23.71859915,-46.560732383333324,1,0,0,0,0,0
-22.424104862500002,-45.4461168375,0,0,0,0,0,0
-22.80962376,-43.2141218,0,0,0,0,0,0
-13.485416,-41.7636028,0,0,0,0,0,0
-19.522142642857144,-42.62708215714286,0,0,0,0,0,0
-22.81274995185185,-43.21552828148148,0,0,0,0,0,0
-22.89500957142857,-42.46711837142857,0,0,0,0,0,0
-22.96347946666667,-43.21580907777778,0,1,0,0,0,0
-26.309876846666665,-48.84707118333334,0,0,0,0,0,0
-26.31094316,-48.84969422,0,0,0,0,0,0
-26.283036478947366,-48.813009673684206,0,0,0,0,0,0
-26.282722166666666,-48.816029013333335,0,0,0,0,0,0
-23.653493618749998,-46.645602656250006,0,0,0,0,0,0
-6.856230425,-35.486563016666665,0,0,0,0,0,0
-6.865331607999999,-35.486089844,0,0,0,0,0,0
-26.28873555185185,-48.85217952962963,0,0,0,0,0,0
-18.847611408333332,-46.79184229999999,0,0,0,0,0,0
-23.686335157142857,-46.617243919047624,0,0,0,0,0,0
-4.94433354,-37.97458435,1,0,0,0,0,1
-26.474757033333336,-49.0822021952381,0,0,0,1,0,0
-22.826306900000002,-47.06466227894737,0,0,0,0,0,0
-22.974071425,-43.36683970833334,0,0,0,0,1,0
-22.8672799,-43.24842634545455,0,0,0,0,0,0
-3.39358864,-42.214893000000004,0,0,0,0,0,0
-20.01989876,-48.922863039999996,0,0,0,0,0,0
-22.118408199999998,-48.31909564,0,0,0,0,0,0
-8.0157951,-34.88202708,0,0,0,0,0,0
-4.967008571428571,-39.02439511428572,0,0,0,0,0,0
-18.91830444,-48.1853282,0,0,0,0,0,0
-19.528018744444445,-42.604072333333335,0,0,0,0,0,0
-14.678568140000001,-52.354343240000006,0,0,0,0,0,0
-23.58235512857143,-46.6412113642857,0,0,0,0,0,0
-22.072858785714285,-48.17682200000001,0,0,0,0,0,0
-3.7261023857142854,-38.533509499999994,0,0,0,0,0,0
-23.062777920000002,-54.19645128,0,0,0,0,0,0
-26.89897098333333,-49.2358404,0,0,0,0,0,0
-7.289326819999999,-35.612388700000004,0,0,0,0,0,0
-23.56614761666667,-46.62224831666668,0,0,0,0,0,1
-16.61293114,-49.29946444,0,0,0,0,0,0
-12.983161977777778,-38.508375855555556,0,0,0,0,0,0
-23.10709035714285,-50.367711885714286,0,0,0,0,0,0
-23.10750754,-50.367806540000004,0,0,0,0,0,0
-22.914574370370367,-43.23708537407408,0,1,0,0,0,0
-9.511848185714285,-35.99975927142857,0,0,0,0,0,0
-22.487841,-44.56650234,0,0,0,0,0,0
-9.665488415384614,-35.73023416923077,1,0,0,0,0,0
-22.828816019999998,-43.05422496,0,0,0,0,0,0
-22.82894177142857,-43.05441005714285,0,0,0,0,0,0
-23.71414178,-46.54458041,0,0,0,0,0,0
-27.074017122222223,-51.661659255555556,0,0,0,0,0,0
-3.78659458,-40.618630280000005,0,0,0,0,0,0
-22.82684416,-43.062809879999996,0,0,0,0,0,0
-1.3399070833333335,-48.427495283333336,0,0,0,0,0,0
-22.834488550000003,-43.08169643000001,0,0,0,0,0,0
-19.51063931764706,-42.557569923529414,0,0,0,0,0,0
-11.3013179,-41.8530398,0,1,0,0,0,0
-14.848495840000002,-40.85282088,0,0,0,0,0,1
-22.06688646,-42.05914636,0,0,0,0,0,0
-7.1221761599999995,-34.85887998,0,0,0,0,0,1
-7.12161502,-34.85933126,0,0,0,0,0,1
-7.12147166,-34.856526900000006,0,0,0,0,0,1
-21.530005279999997,-42.19659284,0,0,0,0,0,0
-23.29169637142857,-50.05734391428571,0,0,0,0,0,0
-14.861783260000001,-40.84565402,0,0,0,0,0,0
-14.870565699999998,-40.86335902857143,0,0,0,0,0,0
-14.854353163636365,-40.84514596363636,0,0,0,0,0,1
-23.55219728461538,-46.40581494615385,0,0,0,0,0,0
-20.93466373636364,-48.49657772272727,0,0,0,0,0,0
-22.523494266666663,-55.7226551,0,0,0,0,0,0
-24.71058646,-53.76859698,0,0,0,0,0,0
-15.83097948,-48.09654456,0,0,0,0,0,0
-15.821020579999999,-48.09236462,1,0,0,0,0,0
-16.331057225,-48.939503637499996,0,0,0,0,0,0
-24.7109775,-53.768602079999994,0,0,0,0,0,0
-15.160721400000003,-42.8746598,0,0,0,0,0,0
-3.2918753199999995,-60.62979982,0,0,0,0,0,0
-7.306721485714285,-35.476955600000004,0,0,0,0,0,0
-19.8647104,-44.60519837142857,0,0,0,0,0,0
-7.900394400000001,-37.11450661428571,0,0,0,0,0,0
-5.78344516,-35.19572952,0,0,0,0,0,0
-7.12611354,-34.88280304,0,0,0,0,0,0
-7.126689304,-34.87362139999999,0,0,0,0,0,1
-7.129820162500001,-34.874168374999996,0,0,1,0,0,0
-15.313541599999999,-42.018335660000005,0,0,0,0,0,0
-22.932636673333334,-43.0977154,0,0,0,0,0,0
-7.37519698,-35.89734996,0,0,0,0,0,0
-22.742088668181818,-47.308867945454544,0,0,0,0,0,0
-22.035388160000004,-47.89660924,0,0,0,0,0,0
-12.901954014285712,-38.333062514285714,0,0,0,0,0,0
-9.672804872727273,-35.7590682,0,0,0,0,0,0
-29.695537030000004,-53.79180556,0,0,0,0,0,0
-23.53790787,-46.40332924,0,0,0,0,0,0
-27.10067755714286,-52.67389768571428,0,0,0,0,0,0
-10.9136934,-37.66956248333334,0,0,0,0,1,0
-10.913046342857143,-37.6733159,0,0,0,0,1,0
-9.658263916666668,-35.7395644,0,0,0,0,0,0
-9.667639399999999,-35.74161461999999,0,0,0,0,0,0
-15.83533008,-48.059673200000006,0,0,0,0,0,0
-30.08695284285714,-51.739529757142854,0,0,0,0,0,0
-26.34093687,-48.816822359999996,0,0,0,0,0,0
-23.570485948148146,-46.651158448148145,0,0,0,0,0,0
-16.05811684,-48.006749819999996,0,0,0,0,0,0
-22.880287942857144,-43.10174451428571,0,0,0,0,0,0
-22.923695915384616,-53.13092226923077,0,0,0,0,0,0
-22.282043692857144,-46.60793540714286,0,0,0,0,0,0
-30.092425830000003,-51.070288070000004,0,0,0,0,0,0
-9.681179822222223,-36.30855403333334,0,0,0,0,0,0
-29.82365813333333,-51.16614129999999,0,0,0,0,0,0
-4.22573146,-38.91998802,0,0,0,0,0,0
-26.298942244444444,-48.851147477777786,0,0,0,0,0,0
-12.526922785714286,-40.31203947142858,0,0,0,0,0,0
-12.533417835714285,-40.29928551428572,0,0,0,0,0,0
-27.588367005882354,-48.550655241176464,1,0,0,0,0,0
-27.589072625,-48.5501688375,1,0,0,0,0,0
-27.588315550000004,-48.552267183333335,1,0,0,0,0,0
-27.602826967999995,-48.544950952,0,0,0,0,1,0
-15.824502685714284,-48.1134766,1,0,0,0,0,1
-15.829162960000001,-48.116455349999995,1,0,0,0,0,1
-15.807730880000003,-48.120571919999996,0,0,0,0,0,0
-27.58941188571428,-48.58704671428571,0,0,0,0,0,0
-21.013498100000003,-48.215353640000004,0,0,0,0,0,0
-9.38194314,-36.23865302,0,0,0,0,0,0
-22.94021893636364,-43.25327369090909,0,0,0,0,0,0
-22.121055471428573,-45.04885388571428,0,0,0,0,0,0
-21.55609336,-45.44065028000001,0,0,0,0,0,0
-17.330658222222223,-44.940667955555554,0,0,0,0,0,0
-15.814984420000002,-48.09779532,1,0,0,0,0,0
-19.324141266666665,-41.25623313333333,0,0,0,0,0,0
-29.132911259999997,-56.538216119999994,0,0,0,0,0,0
-23.7818549,-46.52980595555555,0,0,0,1,0,0
-22.378056776923078,-41.77601640769231,0,0,0,0,0,0
-28.6435851,-53.59920818,0,1,1,1,0,0
-15.825123739999999,-48.12112702,1,0,0,0,0,1
-27.119499450000003,-50.01232338333333,0,0,0,0,0,0
-27.119447333333333,-50.01258156666667,0,0,0,0,0,0
-26.771765679999998,-51.02431876000001,0,0,0,0,0,0
-23.581360066666665,-46.64031511666667,0,0,0,0,0,0
-20.864594340000004,-40.93817796,0,0,0,0,0,0
-7.117304785714286,-34.86896890476191,0,0,0,0,0,1
-5.8237,-35.216234566666664,0,0,0,0,0,0
-23.96419412,-47.50341847999999,0,0,0,0,0,0
-23.53805996842105,-47.13852090000001,0,0,0,0,0,0
-23.655711,-47.57411958,0,0,0,0,0,0
-20.212925,-50.9301128,0,0,1,0,0,0
-12.953156611764706,-38.44966247058824,0,0,1,0,0,0
-12.955656032142858,-38.451046778571424,0,0,1,0,0,0
-29.588490238461535,-51.08822943846154,0,0,0,0,0,0
-20.345971476923076,-40.343297269230774,0,0,0,0,0,0
-12.97717755,-38.45070856666666,0,0,0,0,0,0
-23.57962318571429,-46.64451901428571,0,0,0,0,0,0
-23.564792185714285,-46.63759465714286,0,0,0,0,0,0
-20.334314766666665,-40.28771665,0,0,0,0,0,0
-19.524958359999996,-42.62578784,0,0,0,0,0,0
-23.476435536363635,-46.61070911818181,0,0,0,0,0,0
-22.826794,-42.123709000000005,0,0,0,0,0,0
-13.834117387500001,-40.08133953749999,0,0,0,0,0,0
-22.83885519411765,-51.97488765882353,0,0,0,0,0,0
-22.839207757142855,-51.971056971428574,0,0,0,0,0,0
-22.839927888000002,-51.962191108,0,0,0,0,0,0
-22.836711459999997,-51.959141980000005,0,0,0,0,0,0
-9.77905314,-36.35302758,0,0,0,0,0,0
-20.245346899999998,-42.73848864,0,0,0,0,0,0
-22.995132522222224,-43.41152392222222,0,0,0,0,0,0
-20.690787539999995,-50.91939582,0,0,0,0,0,0
-14.42364312857143,-41.46319094285714,0,0,0,0,0,0
-25.40505263333333,-49.25233451666667,0,0,0,0,0,0
-3.3623952391304353,-68.19487989130434,0,0,0,0,0,0
-23.196457900000002,-45.894799320000004,0,0,0,0,0,0
-7.17518278,-34.8375755,1,0,0,0,0,0
-24.066518300000002,-53.844987399999994,0,0,0,0,0,0
-7.12227532,-34.85223851999999,0,0,0,0,0,1
-7.2056012538461545,-35.90889269615384,0,0,0,0,0,0
-21.10321476,-41.046355649999995,0,0,0,0,0,0
-14.9075795,-40.83757758,0,0,0,0,0,0
-19.62553216,-43.901281759999996,0,0,0,1,0,0
-14.92708902,-51.08083932,0,0,0,0,0,0
-19.81870301,-40.28103936,0,0,1,0,0,0
-4.27430406,-55.98824672000001,0,0,0,0,0,0
-10.389957244444444,-37.383331366666674,0,0,0,0,0,0
-24.6188984875,-53.3215028125,0,0,0,0,0,0
-24.619141640000002,-53.32164972,0,0,0,0,0,0
-24.61219564,-53.32119206,0,0,0,0,0,0
-23.755253214285712,-53.280001614285716,0,0,0,0,0,0
-20.4572010125,-54.6278908875,1,0,0,0,0,0
-18.95051611666667,-48.247891833333334,0,0,0,0,0,0
-22.82516716,-43.347371100000004,0,0,0,0,0,0
-23.006846933333332,-44.313683622222214,0,0,0,0,0,0
-30.12596018235294,-51.961943582352944,0,0,0,0,0,0
-9.629830299999998,-35.741376179999996,0,0,0,0,0,0
-7.1178691857142855,-34.86661603809524,0,0,0,0,0,1
-22.847809755555556,-47.11973525555556,0,0,0,0,0,0
-5.809440333333334,-38.30162645555556,0,0,0,0,0,0
-9.552094657142858,-35.72775721428572,0,0,0,0,0,0
-4.0919705,-63.14061692,0,0,0,0,0,0
-22.863418825,-47.1532614625,0,0,0,0,0,0
-23.6930754375,-46.5538475875,0,0,0,0,0,0
-23.690757776190477,-46.54782763809524,0,0,0,0,0,1
-22.87340334,-43.20919308,0,0,0,0,0,0
-18.8913278875,-48.2857644625,0,0,0,0,0,0
-22.970336033333336,-53.29323795,0,0,0,0,0,0
-15.807005288888888,-48.12996532222222,0,0,0,0,0,0
-23.07922111,-53.48475860999999,0,0,0,0,0,0
-23.08763958571429,-53.48403095714286,0,0,0,0,0,0
-6.431725983333333,-36.64914446666666,0,0,0,0,0,0
-12.934798983333334,-38.5075031,1,0,0,0,0,0
-23.473400599999998,-53.08538864285714,0,0,0,0,0,0
-23.710602939999998,-46.56806204,1,0,0,0,0,0
-22.9681292,-44.30036368,0,0,0,0,0,0
-16.680745288888886,-49.25241824444444,0,0,0,0,0,0
-29.214544214285716,-52.02571115714285,0,0,0,0,0,0
-27.504455066666665,-48.64435102499999,1,0,0,0,0,0
-13.0361163,-46.77698787999999,0,0,0,0,0,0
-23.7641469,-53.31935946,0,0,0,0,0,0
-23.765148883333335,-53.315095633333335,0,0,0,0,0,0
-23.763330333333336,-53.31430244444444,0,0,0,0,0,0
-11.07439414,-37.725219859999996,0,0,0,0,0,0
-11.07108412,-37.725160599999995,0,0,0,0,0,0
-3.095969338095238,-60.05821999047618,0,0,0,0,0,0
-3.0938771500000004,-60.05819034444445,0,0,0,0,0,0
-22.918258845454545,-43.37401772727273,0,0,0,0,0,0
-13.75836428888889,-41.772886327777776,0,0,0,0,0,0
-10.713687499999999,-38.17532283333333,0,0,0,0,0,0
-4.090535951724138,-63.148231096551726,0,0,0,0,0,0
-22.929017273684213,-43.063841336842096,0,0,0,0,0,0
-22.92923005,-43.06403688333334,0,0,0,0,0,0
-10.28554088,-37.02113804,0,0,0,0,0,0
-9.411333972,-36.632996156,0,0,0,0,0,0
-17.86125721666667,-42.85074735,0,0,0,0,0,0
-17.85799235,-42.864087133333335,0,0,0,0,0,0
-15.642182280000004,-47.81856424,0,1,0,0,0,1
-23.66013058333333,-46.53270325,0,0,0,0,0,0
-25.739823639999997,-49.707006639999996,0,0,0,0,0,0
-10.9026384625,-37.0628054625,0,0,0,0,0,0
-10.90378475,-37.063669266666665,0,0,0,0,0,0
-10.922619585714285,-37.05280425714285,0,0,0,0,0,0
-20.75304759999999,-42.88444662333333,0,0,0,0,0,0
-10.904929710000001,-37.06695108,0,0,0,0,0,0
-22.923184112500003,-43.369136175,0,0,0,0,0,0
-10.738673780000003,-37.81248742,0,0,0,0,1,1
-9.66037396,-35.7139212,1,0,0,0,0,0
-20.762089279999998,-42.86175244,0,0,0,0,0,0
-20.74511808571429,-42.88046741428571,0,0,0,0,0,0
-20.51253858,-47.37916829999999,0,0,0,0,0,0
-23.654558455555556,-46.573245988888885,0,1,0,0,0,0
-23.744589453333333,-46.564146726666664,0,0,0,0,0,0
-20.53802186,-47.398645679999994,0,0,0,0,0,0
-10.7979363,-55.4617474,0,0,0,0,0,0
-23.215746063157894,-44.7129944368421,0,0,0,0,0,0
-20.50850864545455,-47.39978839090909,0,0,0,0,0,0
-23.692213680000002,-46.5550434,0,0,0,0,0,0
-9.66918771764706,-37.79434662352941,0,0,0,0,0,0
-9.66174114,-37.79074426,0,0,0,0,0,0
-19.522845583333332,-42.61235656666667,0,0,0,0,0,0
-3.8282535,-49.6735221,0,0,0,0,0,0
-23.727173399999998,-46.54857755,0,0,0,0,0,0
-21.61171804,-45.57197523999999,0,0,0,0,0,0
-22.897719192857146,-43.56973297857143,0,0,0,0,0,0
-22.925699429411765,-43.316126252941174,0,0,0,0,0,0
-20.36805949090909,-45.664177054545455,0,0,0,0,0,0
-9.423489966666667,-36.64386141666667,0,0,0,0,0,0
-22.927657161538466,-43.25274447692308,0,0,0,0,0,0
-19.54990357142857,-42.64347604285714,0,0,0,0,0,0
-2.9854957200000003,-60.00268742000001,0,0,0,0,0,0
-19.7331568375,-45.2505244625,1,0,1,0,1,0
-6.642154700000001,-51.992116214285716,0,0,0,0,0,0
-25.411710474999996,-49.256923050000005,0,0,0,0,0,0
-21.98216108,-46.79533848,0,0,0,0,0,0
-27.33323318571428,-53.06245994285715,0,0,0,0,0,0
-22.51879962666667,-43.19376684666667,1,0,0,0,0,0
-23.463073516666668,-46.519813766666665,0,0,0,0,0,0
-16.606935357142856,-49.33620378571428,0,0,0,0,0,0
-20.541235739999998,-47.4237903,0,0,0,1,0,0
